epoch,loss,val_loss,training_time
0,0.026547572250997718,0.023590557893247426,5.833932876586914
1,0.022943375343052325,0.02380180850271505,1.0009560585021973
2,0.023249711297853474,0.021642660869881723,1.445152997970581
3,0.023903456097952424,0.02027538105009108,1.3693163394927979
4,0.021441412476886055,0.019916758890377185,1.9894230365753174
5,0.021632205268717262,0.022339479259027975,1.1359965801239014
6,0.022090727702571155,0.019835119868797532,2.2940750122070312
7,0.021168954398477432,0.02414505751724368,1.5544750690460205
8,0.022314705350370313,0.02202592464691561,1.3725204467773438
9,0.021521047395508915,0.019938436612518498,1.294997215270996
10,0.021106206966305507,0.020820131882887977,1.4375255107879639
11,0.02141447353746867,0.01980533372047199,1.5179708003997803
12,0.021156643713429586,0.020213835140579398,1.1978530883789062
13,0.021504751159488536,0.0200116347011031,1.2020025253295898
14,0.02205539008600741,0.020239509727292042,1.7320020198822021
15,0.021266595482460387,0.020842223087848076,1.5670325756072998
16,0.022229482895618602,0.02215171964686079,1.285998821258545
17,0.022077560956423666,0.02020732691727853,1.2225122451782227
18,0.02175411703882913,0.01990015338314829,1.2165467739105225
19,0.021159350052625432,0.02283517089368981,1.25901460647583
20,0.021299937443598416,0.021526592675459283,1.3609988689422607
21,0.02117758043258995,0.01980680385825459,1.3550026416778564
22,0.0222690250615504,0.019799214022507148,1.7389991283416748
23,0.020725090427779723,0.020049664009198883,1.15696120262146
24,0.0209815715605831,0.01981066337624359,1.1660008430480957
25,0.021326332187941395,0.020093693302960132,1.2869999408721924
26,0.02119054777039403,0.020177195123040642,1.207000494003296
27,0.021141301921451847,0.01982656016612093,1.1599998474121094
28,0.021510769562959334,0.022682970161510174,1.1460046768188477
29,0.021548788646294104,0.021225981215125863,1.1970014572143555
30,0.021949789404598213,0.019912030176845282,1.7210009098052979
31,0.020989302005592427,0.020827448719099334,1.3009986877441406
32,0.02140828363625535,0.020395543857638542,1.2389976978302002
33,0.021358394027292744,0.019937174598865803,1.1440057754516602
34,0.021094611137964684,0.02001723634783527,1.1840026378631592
35,0.020916853499765013,0.02075577994990598,1.1640007495880127
36,0.020943353547098167,0.019805921233643674,1.1449973583221436
37,0.021072327858386728,0.020018185861540624,1.1999919414520264
