epoch,loss,val_loss,training_time
0,2.2359225921072525,3.1186872437047555,13.966662168502808
1,2.0233279191963622,3.1466254168968364,7.221024036407471
2,1.890062779722853,3.118161108608624,8.723367929458618
3,1.751654717019417,3.1644857082589826,7.247207880020142
4,1.733024130855899,2.8553552349802453,8.666348934173584
5,1.8047694416401856,2.9935612228538093,7.27279806137085
6,1.6645614283618442,2.7359969174389125,8.35623574256897
7,1.7010521744646139,2.4714999594870775,7.42321515083313
8,1.6768601657761169,2.516020339372813,7.319345235824585
9,1.5274797763263874,2.4693695251901158,8.577579736709595
10,1.515098883533838,2.1670344944716176,7.49357008934021
11,1.5786117935540882,2.445069793347934,7.413025617599487
12,1.621652752189168,2.064021084193805,8.497350454330444
13,1.5470436766279319,2.2998204666899555,7.440463542938232
14,1.4890074482270295,2.467244052684341,7.453051567077637
15,1.4489099840379414,2.036626312111322,8.500941038131714
16,1.3390381793237385,2.2757513623568557,7.433701992034912
17,1.425899472041891,2.6807639673985437,7.408886194229126
18,1.386600982366135,2.2659171323262934,7.402379035949707
19,1.3450259723901974,2.1695775090803844,7.3949854373931885
20,1.2378760735250172,2.203633665025403,7.399046182632446
21,1.2123610673364995,2.2959374369203878,7.392485857009888
22,1.2059997918191554,2.0885263364814834,7.398935079574585
23,1.2226843365078495,2.5580636090664957,7.391380786895752
24,1.3372214060836067,2.262039196643208,7.416534662246704
25,1.2727811401243814,2.336816781050085,7.418140411376953
26,1.1459656306546853,2.0531110347330404,7.419715642929077
27,1.0826232351144605,2.211790507812338,7.3971850872039795
28,1.0471508276698946,2.115915893832955,7.416661977767944
29,1.060586235903703,2.2982093316975125,7.395158767700195
30,1.0206272460668013,2.3689622158031627,7.38593316078186
